    0.728846428047273398E+00   -0.778738880157470703E+01   -0.279328441562641480E+17   -0.668461146725127175E+01    1
    0.953659813560933212E+00   -0.755264043807983398E+01   -0.272890331699251320E+17   -0.668586146725130259E+01    1
    0.652497558229537256E+00   -0.764364194869995117E+01   -0.158753611820946140E+17   -0.668711146725128192E+01    1
    0.367896220764140358E+00   -0.794978523254394531E+01   -0.105013948371766360E+17   -0.668836146725129232E+01    1
    0.186362566052218487E+00   -0.779787731170654297E+01   -0.187267587324842575E+16   -0.668961146725132405E+01    1
    0.881290972286715824E+00   -0.639213562011718750E+01   -0.149580472204202075E+16   -0.669086146725131048E+01    1
    0.121506028525639465E+00   -0.790655279159545898E+01   -0.103272029962414988E+16   -0.669211146725130490E+01    1
    0.197772545244854464E+00   -0.745011520385742188E+01   -0.919075663758133625E+15   -0.669336146725130110E+01    1
    0.833125304024820990E+00   -0.618423891067504883E+01   -0.822020879067346250E+15   -0.669461146725131684E+01    1
    0.106766291375723868E+00   -0.787852716445922852E+01   -0.745572598988899000E+15   -0.669586146725134768E+01    1
    0.668205222838375246E+00   -0.628535079956054688E+01   -0.669701456044126125E+15   -0.669711146725131989E+01    1
    0.103334695902969495E+00   -0.784940147399902344E+01   -0.651349102459311500E+15   -0.669836146725130810E+01    1
    0.498345940962080097E-01   -0.798347234725952148E+01   -0.208903083859409562E+15   -0.669961146725131229E+01    1
    0.676432111182761697E+00   -0.572210454940795898E+01   -0.185242704521288906E+15   -0.670086146725129783E+01    1
    0.296531363376770052E+00   -0.629570102691650391E+01   -0.135119033117607203E+15   -0.670211146725128071E+01    1
    0.315503719266290450E+00   -0.615769147872924805E+01   -0.110806995140156391E+15   -0.670336146725128135E+01    1
    0.828062361021961874E-01   -0.720465326309204102E+01   -0.898513301979134219E+14   -0.670461146725132195E+01    1
    0.213589583362493923E+00   -0.611016178131103516E+01   -0.454555433021498359E+14   -0.670586146725133059E+01    1
    0.944127009810604934E+00   -0.461213588714599609E+01   -0.288569082269455586E+14   -0.670711146725132412E+01    1
    0.851780890007696467E-01   -0.657305717468261719E+01   -0.213667105243600625E+14   -0.670836146725130700E+01    1
    0.438603127306739005E+00   -0.496100616455078125E+01   -0.136521153622960449E+14   -0.670961146725127477E+01    1
    0.207790848589526275E-01   -0.748980855941772461E+01   -0.111522602307362109E+14   -0.671086146725129939E+01    1
    0.471912265411899845E+00   -0.479714298248291016E+01   -0.109186187797775273E+14   -0.671211146725129915E+01    1
    0.243166551205473667E-01   -0.726641988754272461E+01   -0.897311264452302539E+13   -0.671336146725130778E+01    1
    0.149725232210187083E-01   -0.745144271850585938E+01   -0.528422399987348828E+13   -0.671461146725133595E+01    1
    0.168926664504410254E-01   -0.729145765304565430E+01   -0.459604216039921484E+13   -0.671586146725132238E+01    1
    0.419145395730767464E-01   -0.651891756057739258E+01   -0.455566966665130566E+13   -0.671711146725131325E+01    1
    0.197613848099491840E-01   -0.713996410369873047E+01   -0.438872057788627051E+13   -0.671836146725132011E+01    1
    0.306583207944577801E-01   -0.672887563705444336E+01   -0.399489424785239062E+13   -0.671961146725132163E+01    1
    0.232853502402046823E-01   -0.690389299392700195E+01   -0.348360394974234180E+13   -0.672086146725130096E+01    1
    0.693399572589618006E-02   -0.782105112075805664E+01   -0.274032645340566113E+13   -0.672211146725129360E+01    1
    0.198331970120683015E-01   -0.691706037521362305E+01   -0.260717360410598779E+13   -0.672336146725128625E+01    1
    0.799502803775485549E+00   -0.358269405364990234E+01   -0.218155735810647900E+13   -0.672461146725131353E+01    1
    0.121027718962884636E-01   -0.718981313705444336E+01   -0.185293239881341919E+13   -0.672586146725135592E+01    1
    0.148638332018676267E+00   -0.500444555282592773E+01   -0.172995936141920044E+13   -0.672711146725134057E+01    1
    0.181140330496576574E+00   -0.475272464752197266E+01   -0.145575337625317871E+13   -0.672836146725132078E+01    1
    0.609971848088496915E-01   -0.565782785415649414E+01   -0.129854006938166260E+13   -0.672961146725133741E+01    1
    0.436243015317080898E-02   -0.777719020843505859E+01   -0.976552469113714355E+12   -0.673086146725131940E+01    1
    0.394006448929613666E-02   -0.775940847396850586E+01   -0.763425864089042480E+12   -0.673211146725131560E+01    1
    0.734948776915813340E-01   -0.523650264739990234E+01   -0.716902800873012085E+12   -0.673336146725134910E+01    1
    0.596546091143479451E-01   -0.529987382888793945E+01   -0.545866544661392029E+12   -0.673461146725132576E+01    1
    0.199948450380822533E-01   -0.613522720336914062E+01   -0.422311284264302063E+12   -0.673586146725130686E+01    1
    0.800914706715695757E-01   -0.484997224807739258E+01   -0.354239438641287292E+12   -0.673711146725131993E+01    1
    0.104581105304148686E+00   -0.454057598114013672E+01   -0.301779725298693176E+12   -0.673836146725131080E+01    1
    0.913740511703095559E-02   -0.665122556686401367E+01   -0.295525728296936218E+12   -0.673961146725128035E+01    1
    0.533717560093181706E-01   -0.509281206130981445E+01   -0.272566723052203461E+12   -0.674086146725127922E+01    1
    0.144022734741765038E-01   -0.620501184463500977E+01   -0.257855496274103363E+12   -0.674211146725131361E+01    1
    0.168779253523380385E+00   -0.401629495620727539E+01   -0.247289165272794525E+12   -0.674336146725134267E+01    1
    0.204817487770950594E-01   -0.584598016738891602E+01   -0.226207556016007782E+12   -0.674461146725131755E+01    1
    0.374648977194861873E-02   -0.725677061080932617E+01   -0.208168217918456970E+12   -0.674586146725127911E+01    1
    0.565888393829105524E-01   -0.488839197158813477E+01   -0.192853942688943451E+12   -0.674711146725130373E+01    1
    0.108238005342164243E-01   -0.630673551559448242E+01   -0.184728987264987305E+12   -0.674836146725131147E+01    1
    0.235399377612178660E-02   -0.758385848999023438E+01   -0.179126449614637207E+12   -0.674961146725130234E+01    1
    0.169217669183463156E-02   -0.779216480255126953E+01   -0.152295210056972656E+12   -0.675086146725130209E+01    1
    0.229884242762768603E-02   -0.747784852981567383E+01   -0.132657766575556442E+12   -0.675211146725131339E+01    1
    0.195972638275490940E+00   -0.358144426345825195E+01   -0.130723994601316086E+12   -0.675336146725131403E+01    1
    0.443529153001323562E-02   -0.688827657699584961E+01   -0.121804415392201599E+12   -0.675461146725129868E+01    1
    0.330419506421886847E-01   -0.513661384582519531E+01   -0.115405721007400818E+12   -0.675586146725132686E+01    1
    0.568264175583830383E-02   -0.660411405563354492E+01   -0.102303420380887268E+12   -0.675711146725132661E+01    1
    0.132814040026548064E+00   -0.382508468627929688E+01   -0.101156800914724350E+12   -0.675836146725132991E+01    1
    0.841445745223204367E-02   -0.621618080139160156E+01   -0.903415646234756927E+11   -0.675961146725132878E+01    1
    0.980065775774732230E-02   -0.608388519287109375E+01   -0.900186235517767334E+11   -0.676086146725131698E+01    1
