    0.544651816729447069E+00    0.215294764315988207E+00    0.465179690850127748-309
    0.544567266354028634E+00    0.214471659128648351E+00    0.465179689100898210-309
    0.546373984102420218E+00    0.207715599756571390E+00    0.465179684789483758-309
    0.156891453010895544E-06   -0.633527820707211475E+01    0.465179688343673439-309
