    0.394629254270690365E-09    0.134272522421374209E+08
    0.329607545865160233E-09    0.134272540234814249E+08
    0.322767681837695176E-09    0.134272542108414359E+08
    0.313153355799787289E-09    0.134272544741929248E+08
    0.303483192563584572E-09    0.134272547390634175E+08
    0.299962735729531527E-09    0.134272548354884703E+08
    0.294335673511814920E-09    0.134272549896100350E+08
    0.287492803360356636E-09    0.134272551770272497E+08
    0.279838316808593474E-09    0.134272553866681512E+08
    0.276571988463024369E-09    0.134272554761242475E+08
    0.274097694394783104E-09    0.134272555438878629E+08
    0.269787531646901777E-09    0.134272556619290039E+08
    0.264618152172053392E-09    0.134272558034985382E+08
    0.261398641913063500E-09    0.134272558916675989E+08
    0.255168340137596901E-09    0.134272560622858368E+08
    0.254039759991650490E-09    0.134272560931925196E+08
    0.251958225920752658E-09    0.134272561501944661E+08
    0.248396311406652264E-09    0.134272562477355581E+08
    0.247994221397259656E-09    0.134272562587465588E+08
    0.245274524175588961E-09    0.134272563332228456E+08
    0.243396203052065714E-09    0.134272563846585974E+08
    0.243306514159347196E-09    0.134272563871145770E+08
    0.241045330490955930E-09    0.134272564490337856E+08
    0.240610401212179558E-09    0.134272564609439634E+08
    0.239074503384458507E-09    0.134272565030019488E+08
    0.236313933921543824E-09    0.134272565785950702E+08
    0.236182832216024407E-09    0.134272565821847618E+08
    0.235793741474437998E-09    0.134272565928392652E+08
    0.233538061685235477E-09    0.134272566546061523E+08
    0.232972171632837905E-09    0.134272566701015830E+08
    0.232953840185980498E-09    0.134272566706036404E+08
    0.230956812272058661E-09    0.134272567252875380E+08
    0.229726745376160170E-09    0.134272567589695677E+08
    0.229645618992691253E-09    0.134272567611910645E+08
    0.229346412296296572E-09    0.134272567693842649E+08
    0.229113965699381524E-09    0.134272567757489812E+08
    0.229025033768300893E-09    0.134272567781838626E+08
    0.228786490534015598E-09    0.134272567847158741E+08
    0.228280174435309739E-09    0.134272567985798959E+08
    0.227306051520808491E-09    0.134272568252534289E+08
    0.227214017305706485E-09    0.134272568277735189E+08
    0.227033305326367579E-09    0.134272568327217586E+08
    0.223423231825228699E-09    0.134272569315720461E+08
    0.223063736424110765E-09    0.134272569414156117E+08
    0.221535407073369146E-09    0.134272569832636267E+08
    0.219612810456920778E-09    0.134272570359071493E+08
    0.219012774063786314E-09    0.134272570523368176E+08
    0.218971391993060934E-09    0.134272570534699205E+08
    0.218425274632391948E-09    0.134272570684230942E+08
    0.217876061209287289E-09    0.134272570834611375E+08
    0.217612364725678811E-09    0.134272570906814728E+08
    0.217406189908192581E-09    0.134272570963268522E+08
    0.216698965562696723E-09    0.134272571156914178E+08
    0.216577497666521419E-09    0.134272571190173123E+08
    0.215878387959796937E-09    0.134272571381595749E+08
    0.214872831410193039E-09    0.134272571656925306E+08
    0.212862837949734947E-09    0.134272572207272910E+08
    0.212688967263583993E-09    0.134272572254879177E+08
    0.210570334132379169E-09    0.134272572834970690E+08
    0.210475299926616317E-09    0.134272572860990390E+08
    0.210370498625178670E-09    0.134272572889682837E+08
    0.210270916600114210E-09    0.134272572916952930E+08
    0.209417728001421761E-09    0.134272573150558081E+08
    0.209305324882334755E-09    0.134272573181337081E+08
    0.209236181680307281E-09    0.134272573200266268E+08
    0.208977834533495217E-09    0.134272573271002006E+08
    0.208872482584743743E-09    0.134272573299846016E+08
    0.208769695863972370E-09    0.134272573327989392E+08
    0.207846343994400990E-09    0.134272573580803834E+08
    0.207598332514266645E-09    0.134272573648708109E+08
    0.207102889731780911E-09    0.134272573784360792E+08
    0.206976343618833831E-09    0.134272573819008674E+08
    0.206768975852164294E-09    0.134272573875786010E+08
    0.205629885564815850E-09    0.134272574187666532E+08
    0.205540001785842613E-09    0.134272574212280456E+08
    0.205476348916781937E-09    0.134272574229706880E+08
    0.204337557095406644E-09    0.134272574541503601E+08
    0.203691817467551904E-09    0.134272574718309045E+08
    0.202853587286737130E-09    0.134272574947807360E+08
    0.202293090438966599E-09    0.134272575101268720E+08
    0.201818489598328696E-09    0.134272575231210962E+08
    0.201681565781493243E-09    0.134272575268701110E+08
    0.201498312827682566E-09    0.134272575318872984E+08
    0.201488929758029776E-09    0.134272575321441218E+08
    0.200983735516674127E-09    0.134272575459761471E+08
    0.200895700327933400E-09    0.134272575483863298E+08
    0.200863642230276084E-09    0.134272575492641497E+08
    0.199972910341869089E-09    0.134272575736519303E+08
    0.199258012869554240E-09    0.134272575932251755E+08
    0.199138397329746293E-09    0.134272575965000968E+08
    0.198971674498085315E-09    0.134272576010648087E+08
    0.198247239426882791E-09    0.134272576208990682E+08
    0.198048949744128071E-09    0.134272576263281293E+08
