    0.659900328354805200E-03   -0.207243507946002836E+01   -0.214168180261617280E+01    0.309853351862437115E-10   -0.156297628762247420E+01    0.126215759825046945E+10
    0.687844684141369379E-03   -0.202303547403393713E+01   -0.226931502905560167E+01    0.345757693797407400E-13   -0.203924157757659774E+01    0.126215760047700906E+10
    0.665223098007090992E-03   -0.206370743064610496E+01   -0.222332024070711531E+01    0.151350973482654342E-09   -0.524048189954095722E+01    0.126215760074658465E+10
    0.677244719520641442E-03   -0.205106337134667127E+01   -0.231144584455521596E+01    0.600552312206188413E-13   -0.184532176960577576E+01    0.126215760122933102E+10
    0.695407207238733544E-03   -0.202267309734424794E+01   -0.219786176550764445E+01    0.451266129355984057E-11   -0.109727425708300341E+01    0.126215760256515598E+10
    0.668454269031152791E-03   -0.206154702009175406E+01   -0.224123758681853236E+01    0.153602046378684021E-11   -0.190792107743313100E+01    0.126215760277717662E+10
    0.693353176634129266E-03   -0.201801324912991076E+01   -0.223855764306272498E+01    0.161374829304840230E-11   -0.204561362773420186E+00    0.126215760279876566E+10
    0.695160371277496383E-03   -0.202856450322765225E+01   -0.230657911501947499E+01    0.222547849970340122E-13   -0.274288591690967110E+01    0.126215760288211942E+10
    0.696724956195096429E-03   -0.202412382923051259E+01   -0.232053547758044365E+01    0.705474932082660648E-09   -0.337754077650328721E+01    0.126215760292296100E+10
    0.691349500656710599E-03   -0.202021487936048771E+01   -0.225320823629752098E+01    0.161073259943291852E-07   -0.387580063247805207E+01    0.126215760294844651E+10
    0.671198415304190147E-03   -0.205318241300812065E+01   -0.224952240301074236E+01    0.275595842236994836E-13   -0.733569253799846521E+01    0.126215760294978452E+10
    0.665892100235042556E-03   -0.206231975835323578E+01   -0.218407401648894695E+01    0.105361817961727220E-10   -0.179383947972106483E+01    0.126215760309889793E+10
    0.698770667253561031E-03   -0.201587075063717336E+01   -0.224394302687518321E+01    0.121076507400436713E-10   -0.595549603302154829E+01    0.126215760313371253E+10
    0.697416310187308963E-03   -0.202175860463975088E+01   -0.232029632747136061E+01    0.639016505732872773E-08   -0.412332005945444102E+01    0.126215760314858055E+10
    0.691564095135158412E-03   -0.202749289335860450E+01   -0.233511601682397485E+01    0.329664869621458418E-10   -0.211027137245315810E+01    0.126215760331084943E+10
    0.686075518969723932E-03   -0.203244738103756983E+01   -0.215533345687217048E+01    0.294985244090309749E-07   -0.218550424906468699E+00    0.126215760332124400E+10
    0.681295094955473553E-03   -0.204818975000634618E+01   -0.229847030784338013E+01    0.353648829277509110E-14   -0.376791258227839965E+01    0.126215760332874393E+10
    0.689517887916296971E-03   -0.203089202541557468E+01   -0.231574184888759671E+01    0.133879469242151987E-06   -0.431806260502193595E+01    0.126215760346009254E+10
    0.675977264341901473E-03   -0.204811275686787919E+01   -0.212812816530173166E+01    0.142411773728880723E-13   -0.255350249700537457E+01    0.126215760350764489E+10
    0.678581228836618098E-03   -0.204476145591878478E+01   -0.215237516033795551E+01    0.410942408321877115E-08   -0.767035220371761195E+01    0.126215760351021242E+10
    0.680472472017049144E-03   -0.205259793597359996E+01   -0.222645462105111713E+01    0.160632793870904599E-12   -0.165914493513073946E+01    0.126215760370620108E+10
    0.692348705253163885E-03   -0.202551372475928559E+01   -0.218706248464626496E+01    0.443978015427210260E-07   -0.158842185002056713E+01    0.126215760375475407E+10
    0.675341510680774995E-03   -0.205900052738395889E+01   -0.219150364072713666E+01    0.633142972058669834E-10   -0.791651256608647369E+01    0.126215760375871396E+10
    0.694245605051046068E-03   -0.202406903067971689E+01   -0.232723650355774536E+01    0.481504630644142042E-13   -0.934884671666983635E+00    0.126215760385479522E+10
    0.675190840455070114E-03   -0.204562195751168652E+01   -0.215025159902559393E+01    0.528433889806757346E-11   -0.938700226963375073E+00    0.126215760388518763E+10
    0.691671900657644533E-03   -0.203384538119601022E+01   -0.229291672316822481E+01    0.921161874263994699E-06   -0.170060481690709153E+01    0.126215760391455913E+10
    0.675555967283046513E-03   -0.205060472540435601E+01   -0.212901336824922893E+01    0.120771373476621138E-14   -0.220005580133972956E+01    0.126215760393220997E+10
    0.697021367859536052E-03   -0.202369734110231825E+01   -0.225196258493073431E+01    0.129745158900892334E-12   -0.672165313845708745E+01    0.126215760416346669E+10
    0.671509805050125885E-03   -0.205335390034571752E+01   -0.224200998415347419E+01    0.141125975282580502E-12   -0.258404727297467041E+01    0.126215760418981075E+10
    0.678619996799461212E-03   -0.204745851824183722E+01   -0.213580372980461286E+01    0.736023849018035668E-12   -0.102671175228544342E+01    0.126215760420823145E+10
    0.694780005442384918E-03   -0.201808746612250145E+01   -0.224666163853807532E+01    0.648301169619774815E-08   -0.738885796436618669E+00    0.126215760421607900E+10
    0.667846566365827327E-03   -0.206447406615096618E+01   -0.218697237811243950E+01    0.778245436057610931E-06   -0.665759246497892754E+00    0.126215760422976422E+10
    0.698443119359941291E-03   -0.201699277674831157E+01   -0.228356244232945249E+01    0.179597020311817086E-08   -0.408898324929093882E+01    0.126215760423532462E+10
    0.676557210411202941E-03   -0.205589328445596653E+01   -0.225485952047903337E+01    0.204528367492731804E-09   -0.630598930792758416E+01    0.126215760425028634E+10
    0.686507483068516007E-03   -0.204316111232576292E+01   -0.226086846751537651E+01    0.587294977926043122E-14   -0.560968258168735101E+01    0.126215760427007294E+10
    0.698220993499421775E-03   -0.201743923952070370E+01   -0.229074699553664418E+01    0.157916399664042684E-12   -0.749480550567664050E+01    0.126215760428341889E+10
    0.672887688833898501E-03   -0.204996367892568898E+01   -0.222220923997075337E+01    0.651416977186213508E-07   -0.432031405726017059E+01    0.126215760432911229E+10
    0.694418493608405267E-03   -0.202030849428573900E+01   -0.230247031353716869E+01    0.356140776484158952E-09   -0.765371858638387792E+01    0.126215760433759642E+10
    0.674963999342074474E-03   -0.204749069737146483E+01   -0.226111483166950844E+01    0.263896236801147287E-09   -0.928015973526437499E+00    0.126215760437392449E+10
    0.680940493238894168E-03   -0.204393902095664615E+01   -0.226571659798513814E+01    0.326595270882787150E-05   -0.171763721351202747E+01    0.126215760445347619E+10
