    0.542029163634518882E-03   -0.164748965501785283E+01   -0.218022251129150391E+01    0.616965883482966499E-04   -0.788221549987792969E+01    0.119254265458656883E+10   -0.668461146725127175E+01    1
    0.547474203029353797E-03   -0.202475279569625854E+01   -0.296325237751007098E+01    0.690072506537900264E-04   -0.748688411712646484E+01    0.121766609277355337E+10   -0.668586146725130259E+01    1
    0.831016872530968443E-03   -0.188925561904907235E+01   -0.266629779338836670E+01    0.879601676434715380E-04   -0.721040296554565430E+01    0.122281124459723020E+10   -0.668711146725128192E+01    1
    0.658233933795036885E-03   -0.212098830938339233E+01   -0.285511136054992676E+01    0.663063888279959900E-04   -0.735481882095336914E+01    0.122745673451447058E+10   -0.668836146725129232E+01    1
    0.748224765930414820E-03   -0.178025254011154166E+01   -0.260596590042114240E+01    0.219627292819190210E-04   -0.786661243438720703E+01    0.124266388781179476E+10   -0.668961146725132405E+01    1
    0.504147054050060688E-03   -0.160042403340339678E+01   -0.288559827804565439E+01    0.294835811639146665E-04   -0.762191247940063477E+01    0.124287940813403797E+10   -0.669086146725131048E+01    1
    0.737283547719713044E-03   -0.171749104857444768E+01   -0.260593993663787860E+01    0.285757583788103086E-04   -0.758031415939331055E+01    0.124493271608780479E+10   -0.669211146725130490E+01    1
    0.883782796842628397E-03   -0.213150736689567566E+01   -0.235149593353271502E+01    0.274017646874871467E-04   -0.750067424774169922E+01    0.124802660735788822E+10   -0.669336146725130110E+01    1
    0.894513354646278807E-03   -0.210677966475486755E+01   -0.184266293048858643E+01    0.387836285264880556E-04   -0.721550750732421875E+01    0.124819745905172634E+10   -0.669461146725131684E+01    1
    0.902066367023171491E-03   -0.160085849761962895E+01   -0.192415115833282480E+01    0.141805276311986521E-04   -0.790218830108642578E+01    0.125050399112928724E+10   -0.669586146725134768E+01    1
    0.944196409349135654E-03   -0.189328441619873056E+01   -0.253245620727539045E+01    0.209540522282289807E-04   -0.750199985504150391E+01    0.125226755109361005E+10   -0.669711146725131989E+01    1
    0.545843763147184509E-03   -0.214792087674140930E+01   -0.233236806392669660E+01    0.200375682259763203E-04   -0.742820072174072266E+01    0.125393323612462306E+10   -0.669836146725130810E+01    1
    0.827906173529357873E-03   -0.206210561990737906E+01   -0.290139527320861834E+01    0.181264078905861708E-04   -0.741309309005737305E+01    0.125528688003882647E+10   -0.669961146725131229E+01    1
    0.661565267763715307E-03   -0.197727473974227896E+01   -0.250956330299377450E+01    0.943439727226237635E-04   -0.589369726181030273E+01    0.125720054370905137E+10   -0.670086146725129783E+01    1
    0.546885865565895643E-03   -0.204036501049995422E+01   -0.272153720855712900E+01    0.133455515697720914E-04   -0.744297313690185547E+01    0.125744340597913241E+10   -0.670211146725128071E+01    1
    0.526047426168599732E-03   -0.174083716869354266E+01   -0.264099934101104727E+01    0.305183148528305359E-04   -0.674939346313476562E+01    0.125766536165338922E+10   -0.670336146725128135E+01    1
    0.932551673542719207E-03   -0.185269816517829899E+01   -0.202398197650909406E+01    0.385049348747571328E-04   -0.641249275207519531E+01    0.125887683086531734E+10   -0.670461146725132195E+01    1
    0.964557704871620383E-03   -0.228913630843162519E+01   -0.254904141426086417E+01    0.280118120484694220E-04   -0.638437747955322266E+01    0.126039277294873834E+10   -0.670586146725133059E+01    1
    0.660224141951916746E-03   -0.191085962653160091E+01   -0.255808131694793683E+01    0.221009294723888413E-04   -0.653252220153808594E+01    0.126042234513988209E+10   -0.670711146725132412E+01    1
    0.518568151723366793E-03   -0.168013505339622515E+01   -0.196649615764617924E+01    0.160474470197532591E-04   -0.676739072799682617E+01    0.126043879639756322E+10   -0.670836146725130700E+01    1
    0.840154074922931215E-03   -0.165194786787033099E+01   -0.211207315921783456E+01    0.237398466928774013E-04   -0.644238424301147461E+01    0.126052843779666018E+10   -0.670961146725127477E+01    1
    0.604534672865108245E-03   -0.164693773984909075E+01   -0.185417275428771977E+01    0.995031906669938164E-04   -0.520680952072143555E+01    0.126066876892382574E+10   -0.671086146725129939E+01    1
    0.849717743897625733E-03   -0.218079062104225141E+01   -0.297018656730651864E+01    0.411031034633093406E-04   -0.587974405288696289E+01    0.126096327923224521E+10   -0.671211146725129915E+01    1
    0.927423661399340814E-03   -0.199697566628456102E+01   -0.218757047653198233E+01    0.258582545270064816E-05   -0.797765779495239258E+01    0.126119224169081545E+10   -0.671336146725130778E+01    1
    0.636079848675030648E-03   -0.164844056963920593E+01   -0.284314377307891863E+01    0.297726851092778968E-05   -0.775839519500732422E+01    0.126133099488179278E+10   -0.671461146725133595E+01    1
    0.674132573965144540E-03   -0.177779637575149541E+01   -0.206891341209411639E+01    0.915997343476114486E-04   -0.496537494659423828E+01    0.126138778147452283E+10   -0.671586146725132238E+01    1
    0.529327573653580160E-03   -0.180281805992126465E+01   -0.209167964458465594E+01    0.372834912697049399E-05   -0.753614854812622070E+01    0.126140695651603556E+10   -0.671711146725131325E+01    1
    0.535178903571036763E-03   -0.210700951814651471E+01   -0.203618996143341047E+01    0.370654883580570695E-04   -0.566978025436401367E+01    0.126147656917764068E+10   -0.671836146725132011E+01    1
    0.619550457046474305E-03   -0.175177646279335031E+01   -0.269539468288421613E+01    0.840993285021340835E-05   -0.683091449737548828E+01    0.126150813154052472E+10   -0.671961146725132163E+01    1
    0.572171490572613030E-03   -0.200968511104583758E+01   -0.265359163284301758E+01    0.833104837042502379E-04   -0.483154916763305664E+01    0.126167395204218721E+10   -0.672086146725130096E+01    1
    0.526790433316601638E-03   -0.229440674781799281E+01   -0.269400758743286151E+01    0.352268884982101906E-04   -0.555407905578613281E+01    0.126169378161324024E+10   -0.672211146725129360E+01    1
    0.772596918465406120E-03   -0.182962520718574528E+01   -0.180426750183105478E+01    0.548303932712927440E-04   -0.509416484832763672E+01    0.126176972684657741E+10   -0.672336146725128625E+01    1
    0.675205799305542121E-03   -0.187938377261161804E+01   -0.197416491508483882E+01    0.173297643751817658E-05   -0.778270912170410156E+01    0.126183795645201778E+10   -0.672461146725131353E+01    1
    0.628185009915364066E-03   -0.200279898047447213E+01   -0.251350786685943595E+01    0.372060395899077707E-04   -0.524857950210571289E+01    0.126188992369154453E+10   -0.672586146725135592E+01    1
    0.580641398657544814E-03   -0.195291161537170410E+01   -0.222748153209686262E+01    0.215458746597293126E-04   -0.559544229507446289E+01    0.126193616919271207E+10   -0.672711146725134057E+01    1
    0.706582905950812502E-03   -0.228116270303726187E+01   -0.238696703910827646E+01    0.956249213970462305E-04   -0.441900777816772461E+01    0.126193922351667023E+10   -0.672836146725132078E+01    1
    0.777360425670168545E-03   -0.173547030687332171E+01   -0.230567178726196298E+01    0.116672579204422269E-05   -0.782472419738769531E+01    0.126198580618491507E+10   -0.672961146725133741E+01    1
    0.591427296074448542E-03   -0.193683990240097037E+01   -0.199072802066802979E+01    0.220107930843758083E-04   -0.538105154037475586E+01    0.126201401862212372E+10   -0.673086146725131940E+01    1
    0.684918214302033439E-03   -0.199929172396659838E+01   -0.296110825538635236E+01    0.258198129439641443E-04   -0.525494813919067383E+01    0.126202571708752871E+10   -0.673211146725131560E+01    1
    0.606590105881418817E-03   -0.185038214921951294E+01   -0.298246707916259757E+01    0.343079797775920885E-04   -0.492142724990844727E+01    0.126203403197048712E+10   -0.673336146725134910E+01    1
    0.620622550002980587E-03   -0.208388469815254185E+01   -0.228406269550323504E+01    0.843272256856272443E-04   -0.420610141754150391E+01    0.126203823192624521E+10   -0.673461146725132576E+01    1
    0.941628805305590351E-03   -0.176602716445922869E+01   -0.207047016620636004E+01    0.272774052416382637E-04   -0.516164922714233398E+01    0.126204114954901934E+10   -0.673586146725130686E+01    1
    0.712363676923365597E-03   -0.207241585254669181E+01   -0.241060559749603254E+01    0.372191294266009036E-04   -0.490959835052490234E+01    0.126204405466244102E+10   -0.673711146725131993E+01    1
    0.750322658588020047E-03   -0.222861402034759504E+01   -0.222692456245422354E+01    0.123741933900972241E-05   -0.758418464660644531E+01    0.126206618155687189E+10   -0.673836146725131080E+01    1
    0.986391028443207082E-03   -0.173534517884254447E+01   -0.293332757949829093E+01    0.225360560905582098E-05   -0.707566499710083008E+01    0.126206628266788387E+10   -0.673961146725128035E+01    1
    0.694944621951215538E-03   -0.171745591759681693E+01   -0.262575016021728525E+01    0.362821420444601811E-04   -0.464494276046752930E+01    0.126208023073753190E+10   -0.674086146725127922E+01    1
    0.668021741126191429E-03   -0.175524525046348590E+01   -0.241029503345489493E+01    0.102398291101814706E-04   -0.569683647155761719E+01    0.126208112555413699E+10   -0.674211146725131361E+01    1
    0.718038206265891681E-03   -0.173269975781440744E+01   -0.276454102993011475E+01    0.551201685431709299E-05   -0.618098831176757812E+01    0.126208680875260091E+10   -0.674336146725134267E+01    1
    0.904257590278564199E-03   -0.179772473573684710E+01   -0.290787470340728760E+01    0.624777449116544598E-04   -0.416175222396850586E+01    0.126209930046879292E+10   -0.674461146725131755E+01    1
    0.606022035428423547E-03   -0.180071345567703256E+01   -0.221312198638916025E+01    0.256492742590473925E-05   -0.665632867813110352E+01    0.126210024424780846E+10   -0.674586146725127911E+01    1
    0.987896801108066212E-03   -0.229006235599517805E+01   -0.236378216743469238E+01    0.736833585881628152E-12   -0.788456344604492188E+01    0.126210039562637687E+10   -0.674711146725130373E+01    1
    0.961489325104137346E-03   -0.205775405168533299E+01   -0.213270614147186288E+01    0.165183096422339589E-04   -0.527457904815673828E+01    0.126210147529145598E+10   -0.674836146725131147E+01    1
    0.973638717770793083E-03   -0.229521288275718671E+01   -0.249180700778961173E+01    0.299925141691501148E-09   -0.487390947341918945E+01    0.126210298832707310E+10   -0.674961146725130234E+01    1
    0.982386115237719130E-03   -0.227967188954353306E+01   -0.248838372230529803E+01    0.123917492015429279E-14   -0.814767360687255859E+00    0.126210442027736759E+10   -0.675086146725130209E+01    1
    0.535938284636814353E-03   -0.222006500959396336E+01   -0.238719542026519793E+01    0.588680323601079416E-06   -0.788970661163330078E+01    0.126210638719477320E+10   -0.675211146725131339E+01    1
    0.999570129385986272E-03   -0.224166121482849112E+01   -0.244553554058074951E+01    0.229043954236307522E-09   -0.411810922622680664E+01    0.126210869760663867E+10   -0.675336146725131403E+01    1
    0.973204015459303625E-03   -0.226330177187919590E+01   -0.209133574962615976E+01    0.122878288834330659E-11   -0.187955713272094727E+01    0.126210916337425613E+10   -0.675461146725129868E+01    1
    0.974800927397642247E-03   -0.224668819904327366E+01   -0.182639057636260982E+01    0.241499387307238877E-12   -0.990784168243408203E+00    0.126211102724922228E+10   -0.675586146725132686E+01    1
    0.992964867710981235E-03   -0.222259030938148472E+01   -0.192345635890960698E+01    0.300450060274617558E-14   -0.250436258316040039E+01    0.126211233924712968E+10   -0.675711146725132661E+01    1
